aphia_id,scientific_name,weight,rank
101652,Scopelocheirus,11.0,Genus
102720,Scopelocheirus hopei,14,Species
719474,Corophiida,119.7,Infraorder
719477,Corophiidira,44.800000000000004,Parvorder
716535,Corophioidea,16.0,Superfamily
101376,Corophiidae,16.0,Family
431322,Corophiinae,16.4,Subfamily
431323,Corophiini,0.0,Tribe
101489,Corophium,11.0,Genus
379608,Ascorhynchoidea,8.0,Superfamily
1562,Ammotheidae,8.0,Family
134568,Achelia,11.0,Genus
134599,Achelia echinata,14,Species
1055691,Synopiidira,76.80000000000001,Parvorder
1055693,Synopioidea,80.0,Superfamily
101364,Ampeliscidae,72.0,Family
101445,Ampelisca,88.0,Genus
101930,Ampelisca tenuicornis,14,Species
510724,Modiolinae,32.8,Subfamily
138223,Modiolus,22.0,Genus
982,Terebellidae,96.0,Family
322588,Terebellinae,73.8,Subfamily
181512,Polycirrini,0.0,Tribe
129710,Polycirrus,33.0,Genus
152228,Exogoninae,32.8,Subfamily
325961,Parexogone,11.0,Genus
757970,Parexogone hebes,14,Species
431379,Haplocheirini,0.0,Tribe
101470,Leptocheirus,11.0,Genus
102036,Leptocheirus hirsutimanus,14,Species
929,Glyceriformia,49.6,Suborder
952,Glyceridae,48.0,Family
129296,Glycera,66.0,Genus
130131,Glycera unicornis,14,Species
927,Aphroditiformia,155.0,Suborder
939,Polynoidae,112.0,Family
155091,Polynoinae,73.8,Subfamily
129485,Enipo,11.0,Genus
130738,Enipo kinbergi,14,Species
149668,Mysida,18.0,Order
119822,Mysidae,16.0,Family
148706,Mysinae,8.2,Subfamily
931967,Paramysini,0.0,Tribe
119898,Praunus,11.0,Genus
129622,Pygospio,11.0,Genus
131170,Pygospio elegans,14,Species
129627,Streblospio,11.0,Genus
131193,Streblospio shrubsolii,14,Species
101395,Lysianassidae,8.0,Family
177029,Lysianassinae,8.2,Subfamily
101620,Lysianassa,11.0,Genus
102611,Lysianassa plumosa,14,Species
153582,Buguloidea,64.0,Superfamily
110731,Bugulidae,48.0,Family
574248,Bugulina,44.0,Genus
834002,Bugulina flabellata,14,Species
130128,Glycera tesselata,14,Species
1057250,Tectipleura,25.200000000000003,Subterclass
1057457,Pylopulmonata,12.0,Superorder
14714,Pyramidelloidea,16.0,Superfamily
162,Pyramidellidae,16.0,Family
743286,Spiralinella,11.0,Genus
836020,Spiralinella spiralis,14,Species
719478,Caprellidira,76.80000000000001,Parvorder
716961,Photoidea,48.0,Superfamily
101389,Ischyroceridae,16.0,Family
491661,Ischyrocerinae,16.4,Subfamily
1059260,Ericthonini,0.0,Tribe
101567,Ericthonius,22.0,Genus
102408,Ericthonius punctatus,14,Species
492096,Gibbomodiola,11.0,Genus
506025,Gibbomodiola adriatica,14,Species
100672,Hormathiidae,8.0,Family
100751,Adamsia,11.0,Genus
445590,Adamsia palliata,14,Species
196385,Polycirrus norvegicus,14,Species
1564,Callipallenidae,8.0,Family
129443,Eteone,33.0,Genus
130616,Eteone longa,14,Species
152403,Lepidonotinae,16.4,Subfamily
129476,Alentia,11.0,Genus
130722,Alentia gelatinosa,14,Species
129654,Exogone,22.0,Genus
327985,Exogone naidina,14,Species
22496,Nereididae,24.0,Family
324346,Nereidinae,16.4,Subfamily
129379,Nereis,11.0,Genus
130407,Nereis zonata,14,Species
217,Venerida,84.0,Order
14638,Veneroidea,56.0,Superfamily
243,Veneridae,56.0,Family
152835,Tapetinae,16.4,Subfamily
138645,Tapes,11.0,Genus
152316,Tapes rhomboides,14,Species
1089,Eucarida,276.0,Superorder
1130,Decapoda,276.0,Order
943,Sigalionidae,72.0,Family
129595,Sthenelais,33.0,Genus
131074,Sthenelais boa,14,Species
110378,Bodotriidae,24.0,Family
110386,Vaunthompsoniinae,8.2,Subfamily
110394,Vaunthompsonia,11.0,Genus
110467,Vaunthompsonia cristata,14,Species
869602,Cardiida,90.0,Order
14636,Tellinoidea,80.0,Superfamily
1781,Semelidae,32.0,Family
138474,Abra,44.0,Genus
141433,Abra alba,14,Species
106670,Pleocyemata,279.0,Suborder
477323,Gebiidea,18.9,Infraorder
106803,Upogebiidae,24.0,Family
107079,Upogebia,33.0,Genus
107742,Upogebia stellata,14,Species
129680,Syllis,55.0,Genus
196003,Syllis pontxioi,14,Species
129625,Spio,55.0,Genus
131180,Spio armata,14,Species
130613,Eteone flava,14,Species
1055694,Haustoriidira,32.0,Parvorder
1055695,Haustorioidea,40.0,Superfamily
101412,Urothoidae,16.0,Family
101789,Urothoe,22.0,Genus
103228,Urothoe elegans,14,Species
224570,Caenogastropoda,63.0,Subclass
382213,Littorinimorpha,54.0,Order
722756,Truncatelloidea,8.0,Superfamily
124,Tornidae,8.0,Family
138559,Tornus,11.0,Genus
141690,Tornus subcarinatus,14,Species
903,Paraonidae,48.0,Family
129432,Levinsenia,11.0,Genus
130578,Levinsenia gracilis,14,Species
1041959,Sertularioidea,64.0,Superfamily
1614,Sertulariidae,48.0,Family
117228,Diphasia,11.0,Genus
181511,Thelepodinae,16.4,Subfamily
129714,Thelepus,22.0,Genus
131543,Thelepus cincinnatus,14,Species
111024,Vesicularia,11.0,Genus
111669,Vesicularia spinosa,14,Species
101891,Ampelisca brevicornis,14,Species
7,Chromista,2.0,Kingdom
582419,Harosa,2.4,Subkingdom
536209,Alveolata,1.3,Infrakingdom
11,Ciliophora,2.0,Phylum
164019,Postciliodesmatophora,2.2,Subphylum
425519,Heterotrichea,4.0,Class
1403,Heterotrichida,6.0,Order
1692,Folliculinidae,8.0,Family
111851,Lagotia,11.0,Genus
111878,Lagotia viridis,14,Species
1041929,Sertularellidae,16.0,Family
117233,Sertularella,22.0,Genus
117909,Sertularella tenella,14,Species
55,Polyplacophora,16.0,Class
57,Neoloricata,16.8,Subclass
58,Lepidopleurida,18.0,Order
385383,Lepidopleurina,18.6,Suborder
59,Leptochitonidae,16.0,Family
138117,Leptochiton,22.0,Genus
140199,Leptochiton asellus,14,Species
1371726,Membraniporina,18.6,Suborder
153579,Membraniporoidea,24.0,Superfamily
110746,Electridae,24.0,Family
110904,Electra,22.0,Genus
111354,Electra monostachys,14,Species
129373,Eunereis,11.0,Genus
130375,Eunereis longissima,14,Species
322550,Ophiodrominae,16.4,Subfamily
322554,Ophiodromini,0.0,Tribe
173457,Oxydromus,11.0,Genus
710680,Oxydromus flexuosus,14,Species
914,Magelonidae,32.0,Family
129341,Magelona,44.0,Genus
130266,Magelona alleni,14,Species
13551,Anthoathecata,18.0,Order
16352,Filifera,12.4,Suborder
1600,Eudendriidae,8.0,Family
117093,Eudendrium,11.0,Genus
106673,Brachyura,100.8,Infraorder
106679,Eubrachyura,0.0,Section
106680,Heterotremata,0.0,Subsection
439064,Pilumnoidea,8.0,Superfamily
106766,Pilumnidae,8.0,Family
439072,Pilumninae,8.2,Subfamily
106941,Pilumnus,11.0,Genus
107418,Pilumnus hirtellus,14,Species
925,Scalibregmatidae,40.0,Family
129555,Scalibregma,22.0,Genus
130979,Scalibregma celticum,14,Species
14628,Arcticoidea,8.0,Superfamily
241,Arcticidae,8.0,Family
137675,Arctica,11.0,Genus
138802,Arctica islandica,14,Species
146,Neogastropoda,30.0,Order
15138,Muricoidea,8.0,Superfamily
148,Muricidae,8.0,Family
225324,Ocenebrinae,8.2,Subfamily
138200,Ocenebra,11.0,Genus
140405,Ocenebra erinaceus,14,Species
123084,Ophiuroidea,48.0,Class
1416548,Myophiuroida,46.2,Subclass
1062634,Metophiurida,47.3,Infraclass
1062636,Euryophiurida,24.0,Superorder
123117,Ophiurida,24.0,Order
242195,Ophiurina,24.8,Suborder
123200,Ophiuridae,32.0,Family
242216,Ophiurinae,32.8,Subfamily
123574,Ophiura,33.0,Genus
245,Myida,18.0,Order
14622,Myoidea,24.0,Superfamily
247,Myidae,16.0,Family
138211,Mya,11.0,Genus
140431,Mya truncata,14,Species
146420,Tunicata,26.400000000000002,Subphylum
1839,Ascidiacea,48.0,Class
103436,Stolidobranchia,48.0,Order
103450,Styelidae,24.0,Family
103538,Polycarpa,11.0,Genus
103909,Polycarpa pomaria,14,Species
107739,Upogebia deltaura,14,Species
14634,Mactroidea,40.0,Superfamily
230,Mactridae,40.0,Family
152831,Mactrinae,41.0,Subfamily
138159,Spisula,44.0,Genus
140302,Spisula subtruncata,14,Species
1133,Tanaidacea,24.0,Order
136152,Tanaidomorpha,24.8,Suborder
148687,Paratanaoidea,24.0,Superfamily
599405,Akanthophoreidae,8.0,Family
136205,Akanthophoreus,11.0,Genus
136340,Akanthophoreus gracilis,14,Species
895,Eunicida,78.0,Order
965,Onuphidae,24.0,Family
298365,Onuphinae,8.2,Subfamily
129397,Aponuphis,11.0,Genus
130452,Aponuphis bilineata,14,Species
979,Sabellariidae,8.0,Family
129520,Sabellaria,11.0,Genus
130867,Sabellaria spinulosa,14,Species
153570,Scrupariina,12.4,Suborder
153571,Scruparioidea,16.0,Superfamily
110773,Scrupariidae,8.0,Family
110976,Scruparia,11.0,Genus
111540,Scruparia chelata,14,Species
14165,Clitellata,16.0,Class
2036,Oligochaeta,16.8,Subclass
1511829,Tubificida,18.0,Order
2119,Tubificina,18.6,Suborder
2039,Naididae,24.0,Family
137344,Tubificinae,24.599999999999998,Subfamily
137393,Tubificoides,33.0,Genus
137571,Tubificoides benedii,14,Species
148558,Photidae,32.0,Family
101563,Photis,11.0,Genus
102383,Photis longicaudata,14,Species
1606,Campanulariidae,40.0,Family
117033,Laomedea,11.0,Genus
117382,Laomedea flexuosa,14,Species
106,Protobranchia,25.200000000000003,Subclass
382247,Nuculida,30.0,Order
14656,Nuculoidea,40.0,Superfamily
204,Nuculidae,40.0,Family
138262,Nucula,33.0,Genus
140588,Nucula hanleyi,14,Species
129611,Dipolydora,22.0,Genus
131116,Dipolydora caulleryi,14,Species
196121,Caprelloidea,48.0,Superfamily
101361,Caprellidae,32.0,Family
1131,Isopoda,60.0,Order
292941,Cymothoida,55.800000000000004,Suborder
292946,Cymothooidea,40.0,Superfamily
118278,Gnathiidae,32.0,Family
923,Maldanidae,88.0,Family
152232,Euclymeninae,49.199999999999996,Subfamily
129347,Euclymene,33.0,Genus
1055682,Oedicerotidira,32.0,Parvorder
1055683,Oedicerotoidea,40.0,Superfamily
101400,Oedicerotidae,40.0,Family
101705,Westwoodilla,11.0,Genus
102932,Westwoodilla caecula,14,Species
1517500,Gobiiformes,6.0,Order
125537,Gobiidae,8.0,Family
152231,Autolytinae,24.599999999999998,Subfamily
238133,Autolytini,0.0,Tribe
129659,Myrianida,22.0,Genus
110903,Conopeum,11.0,Genus
111351,Conopeum reticulum,14,Species
138158,Mactra,11.0,Genus
140299,Mactra stultorum,14,Species
156485,Vetigastropoda,12.600000000000001,Subclass
1052447,Lepetellida,6.0,Order
156486,Fissurelloidea,8.0,Superfamily
111,Fissurellidae,8.0,Family
224510,Emarginulinae,8.2,Subfamily
138012,Emarginula,11.0,Genus
139965,Emarginula rosea,14,Species
103435,Phlebobranchia,12.0,Order
103443,Ascidiidae,8.0,Family
152299,Lepralielloidea,32.0,Superfamily
152301,Escharellidae,24.0,Family
110965,Escharella,33.0,Genus
111495,Escharella variolosa,14,Species
921,Capitellidae,64.0,Family
146760,Capitomastus,11.0,Genus
146761,Capitomastus minimus,14,Species
489106,Lucinida,12.0,Order
14627,Lucinoidea,8.0,Superfamily
218,Lucinidae,8.0,Family
829418,Codakiinae,8.2,Subfamily
138149,Lucinoma,11.0,Genus
140283,Lucinoma borealis,14,Species
148744,Echinozoa,26.400000000000002,Subphylum
123082,Echinoidea,24.0,Class
149854,Euechinoidea,25.200000000000003,Subclass
510499,Irregularia,17.2,Infraclass
149864,Atelostomata,12.600000000000001,Subterclass
123106,Spatangoida,18.0,Order
510538,Brissidina,12.4,Suborder
852322,Spatangoidea,16.0,Superfamily
123175,Loveniidae,16.0,Family
510892,Echinocardiinae,16.4,Subfamily
123426,Echinocardium,22.0,Genus
154,Cephalaspidea,24.0,Order
943487,Cylichnoidea,8.0,Superfamily
159,Cylichnidae,8.0,Family
137867,Cylichna,11.0,Genus
139476,Cylichna cylindracea,14,Species
387324,Pectinida,42.0,Order
151320,Pectinoidea,32.0,Superfamily
213,Pectinidae,24.0,Family
510739,Pedinae,8.2,Subfamily
393722,Mimachlamydini,0.0,Tribe
236718,Mimachlamys,11.0,Genus
236719,Mimachlamys varia,14,Species
176976,Iphimedioidea,32.0,Superfamily
101387,Iphimediidae,32.0,Family
101554,Iphimedia,44.0,Genus
102347,Iphimedia obesa,14,Species
152836,Dosiniinae,16.4,Subfamily
138636,Dosinia,22.0,Genus
141912,Dosinia lupinus,14,Species
154920,Nicomachinae,24.599999999999998,Subfamily
129357,Nicomache,22.0,Genus
154917,Sabellinae,41.0,Subfamily
129548,Pseudopotamilla,11.0,Genus
130963,Pseudopotamilla reniformis,14,Species
1794,Stenolaemata,28.0,Class
110724,Cyclostomatida,42.0,Order
238296,Rectangulata,6.2,Suborder
110809,Lichenoporidae,8.0,Family
111044,Disporella,11.0,Genus
111730,Disporella hispida,14,Species
14633,Cardioidea,40.0,Superfamily
229,Cardiidae,40.0,Family
381865,Lymnocardiinae,41.0,Subfamily
1496553,Cerastodermatini,0.0,Tribe
137735,Cerastoderma,11.0,Genus
138998,Cerastoderma edule,14,Species
101558,Gammaropsis,22.0,Genus
102367,Gammaropsis nitida,14,Species
129605,Aonides,22.0,Genus
131106,Aonides oxycephala,14,Species
106699,Leucosioidea,24.0,Superfamily
106758,Leucosiidae,24.0,Family
148433,Ebaliinae,24.599999999999998,Subfamily
106889,Ebalia,33.0,Genus
107302,Ebalia tumefacta,14,Species
235,Tellinidae,32.0,Family
849129,Moerellinae,16.4,Subfamily
147020,Moerella,11.0,Genus
147021,Moerella donacina,14,Species
131183,Spio filicornis,14,Species
118437,Gnathia,33.0,Genus
118995,Gnathia oxyuraea,14,Species
153661,Schizoporelloidea,8.0,Superfamily
110763,Microporellidae,8.0,Family
110942,Microporella,11.0,Genus
111421,Microporella ciliata,14,Species
468017,Enchytraeida,6.0,Order
2038,Enchytraeidae,8.0,Family
137349,Grania,11.0,Genus
1268,Sipuncula,42.0,Order
971,Dorvilleidae,24.0,Family
129272,Protodorvillea,11.0,Genus
130041,Protodorvillea kefersteini,14,Species
1087,Hoplocarida,4.2,Subclass
14355,Stomatopoda,6.0,Order
148540,Unipeltata,6.2,Suborder
148541,Squilloidea,8.0,Superfamily
136093,Squillidae,8.0,Family
136112,Rissoides,11.0,Genus
136135,Rissoides desmaresti,14,Species
14770,Stromboidea,8.0,Superfamily
22988,Aporrhaidae,8.0,Family
137656,Aporrhais,11.0,Genus
138760,Aporrhais pespelecani,14,Species
510517,Carinacea,8.6,Infraclass
149855,Echinacea,8.4,Subterclass
510518,Camarodonta,12.0,Order
510534,Echinidea,12.6,Infraorder
510797,Parechinidae,8.0,Family
123389,Psammechinus,11.0,Genus
124319,Psammechinus miliaris,14,Species
106695,Cancroidea,16.0,Superfamily
106748,Atelecyclidae,8.0,Family
106875,Atelecyclus,11.0,Genus
107273,Atelecyclus rotundatus,14,Species
131077,Sthenelais limicola,14,Species
930,Phyllodocida incertae sedis,49.6,Suborder
956,Nephtyidae,56.0,Family
129370,Nephtys,77.0,Genus
130353,Nephtys assimilis,14,Species
106674,Caridea,81.89999999999999,Infraorder
106709,Alpheoidea,40.0,Superfamily
106776,Alpheidae,16.0,Family
106978,Alpheus,11.0,Genus
107479,Alpheus macrocheles,14,Species
382299,Ungulinoidea,8.0,Superfamily
220,Ungulinidae,8.0,Family
138621,Diplodonta,11.0,Genus
141883,Diplodonta rotundata,14,Species
129240,Aphelochaeta,22.0,Genus
129938,Aphelochaeta marioni,14,Species
154939,Rhodininae,8.2,Subfamily
129363,Rhodine,11.0,Genus
130330,Rhodine gracilior,14,Species
1448698,Lanicini,0.0,Tribe
129697,Lanice,11.0,Genus
131495,Lanice conchilega,14,Species
236746,Dulichiidae,16.0,Family
101734,Dulichia,11.0,Genus
106749,Cancridae,8.0,Family
106876,Cancer,11.0,Genus
107276,Cancer pagurus,14,Species
129224,Peresiella,11.0,Genus
129906,Peresiella clymenoides,14,Species
980,Pectinariidae,16.0,Family
152447,Amphictene,11.0,Genus
152448,Amphictene auricoma,14,Species
101702,Pontocrates,22.0,Genus
102916,Pontocrates altamarinus,14,Species
157583,Syllis cornuta,14,Species
129319,Podarkeopsis,11.0,Genus
130195,Podarkeopsis capensis,14,Species
153024,Anomioidea,24.0,Superfamily
214,Anomiidae,24.0,Family
983,Trichobranchidae,16.0,Family
129718,Trichobranchus,11.0,Genus
131575,Trichobranchus roseus,14,Species
117234,Sertularia,33.0,Genus
106700,Majoidea,56.0,Superfamily
106760,Majidae,16.0,Family
148435,Majinae,16.4,Subfamily
106909,Maja,11.0,Genus
107347,Maja brachydactyla,14,Species
558,Porifera,6.0,Phylum
827133,Stoloniferina,12.4,Suborder
827137,Triticelloidea,8.0,Superfamily
110801,Triticellidae,8.0,Family
111020,Triticella,11.0,Genus
196322,Philinoidea,8.0,Superfamily
161,Philinidae,8.0,Family
1380004,Philininae,8.2,Subfamily
138339,Philine,11.0,Genus
957,Sphaerodoridae,8.0,Family
129602,Sphaerodorum,11.0,Genus
131100,Sphaerodorum gracilis,14,Species
106716,Pandaloidea,24.0,Superfamily
106789,Pandalidae,24.0,Family
158350,Atlantopandalus,11.0,Genus
158351,Atlantopandalus propinqvus,14,Species
130359,Nephtys hombergii,14,Species
101933,Ampelisca typica,14,Species
1052448,Trochida,12.0,Order
156489,Trochoidea,16.0,Superfamily
382180,Calliostomatidae,8.0,Family
411630,Calliostomatinae,8.2,Subfamily
138584,Calliostoma,11.0,Genus
141767,Calliostoma zizyphinum,14,Species
103448,Molgulidae,32.0,Family
103509,Molgula,44.0,Genus
103788,Molgula manhattensis,14,Species
101560,Megamphopus,11.0,Genus
102377,Megamphopus cornutus,14,Species
888370,Anenthemonae,6.2,Suborder
888373,Edwardsioidea,8.0,Superfamily
100665,Edwardsiidae,8.0,Family
100730,Edwardsia,11.0,Genus
100880,Edwardsia claparedii,14,Species
123083,Holothuroidea,24.0,Class
1393249,Actinopoda,12.600000000000001,Subclass
123111,Dendrochirotida,12.0,Order
123188,Phyllophoridae,8.0,Family
146116,Thyone,11.0,Genus
124670,Thyone fusus,14,Species
976,Flabelligeridae,24.0,Family
129291,Flabelligera,11.0,Genus
130103,Flabelligera affinis,14,Species
102798,Cheirocratus sundevallii,14,Species
236816,Gammarida,25.2,Infraorder
720166,Gammaridira,25.6,Parvorder
720708,Gammaroidea,32.0,Superfamily
533675,Bathyporeiidae,32.0,Family
101742,Bathyporeia,44.0,Genus
103058,Bathyporeia elegans,14,Species
123561,Ophiocten,11.0,Genus
124850,Ophiocten affinis,14,Species
102351,Iphimedia spatula,14,Species
129594,Sigalion,22.0,Genus
131073,Sigalion squamosus,14,Species
13795,Epicaridea,18.9,Infraorder
155727,Bopyroidea,24.0,Superfamily
589332,Ionidae,8.0,Family
118178,Ione,11.0,Genus
118218,Ione thoracica,14,Species
3,Plantae,1.0,Kingdom
368662,Biliphyta,1.2,Subkingdom
852,Rhodophyta,2.0,Phylum (Division)
493826,Eurhodophytina,2.2,Subphylum (Subdivision)
368670,Florideophyceae,4.0,Class
368687,Corallinophycidae,4.2,Subclass
15308,Corallinales,6.0,Order
143691,Corallinaceae,8.0,Family
140462,Modiolus adriaticus,14,Species
107043,Pandalina,11.0,Genus
107647,Pandalina brevirostris,14,Species
129290,Diplocirrus,11.0,Genus
130100,Diplocirrus glaucus,14,Species
110382,Leuconidae,24.0,Family
110412,Eudorella,11.0,Genus
110535,Eudorella truncatula,14,Species
146744,Calliopiidae,8.0,Family
101509,Apherusa,11.0,Genus
102168,Apherusa jurinei,14,Species
10317,Gobiesociformes,6.0,Order
125477,Gobiesocidae,8.0,Family
379610,Phoxichilidoidea,8.0,Superfamily
14469,Phoxichilidiidae,8.0,Family
134592,Anoplodactylus,11.0,Genus
134723,Anoplodactylus petiolatus,14,Species
1607,Campanulinidae,8.0,Family
117039,Calycella,11.0,Genus
117402,Calycella syringa,14,Species
103791,Molgula occulta,14,Species
153667,Celleporoidea,16.0,Superfamily
110736,Celleporidae,16.0,Family
110873,Cellepora,11.0,Genus
111268,Cellepora pumicosa,14,Species
941,Pholoinae,24.599999999999998,Subfamily
129439,Pholoe,33.0,Genus
130601,Pholoe inornata,14,Species
152365,Lagis,11.0,Genus
152367,Lagis koreni,14,Species
106671,Anomura,63.0,Infraorder
106685,Galatheoidea,32.0,Superfamily
106733,Galatheidae,24.0,Family
106834,Galathea,33.0,Genus
107152,Galathea nexa,14,Species
1470421,Myxicolinae,16.4,Subfamily
1470460,Myxicolini,0.0,Tribe
129528,Euchone,11.0,Genus
110916,Securiflustra,11.0,Genus
111374,Securiflustra securifrons,14,Species
130604,Pholoe pallida,14,Species
102795,Cheirocratus intermedius,14,Species
